,City,State,Total Generation Rank,Electric Generation Rank,Commercial Generation Rank,Capacity Growth Status,CAIDI w/ Major Events,CAIDI w/o Major Events,SAIFI Major Events,Utility Annual Energy Savings (MWh),Utility Peak Demand Savings (MW),Utility Annual Incentive Cost ($),Utility Commercial Avg Life (Yrs),Regional Electricity Demand,IXP_Count,Total MWh Rank,Purchased Rank,County,Gigabit_Fiber_Coverage,Business_Density,Suitability
1581,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Moderate,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1582,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,High,High,High,Moderate,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1583,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,High,High,High,Moderate,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1584,Raleigh,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,High,High,High,Moderate,Low,4,High,High,Wake County,Unknown,Unknown,High Suitability
1585,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,High,High,High,Moderate,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1586,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1587,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1588,Raleigh,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Wake County,Unknown,Unknown,High Suitability
1589,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1590,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1591,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1592,Raleigh,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Wake County,Unknown,Unknown,High Suitability
1593,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1594,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Moderate,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1595,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Moderate,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1596,Raleigh,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Moderate,Low,4,High,High,Wake County,Unknown,Unknown,High Suitability
1597,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Moderate,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1598,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1599,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1600,Raleigh,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Wake County,Unknown,Unknown,High Suitability
1601,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1602,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1603,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1604,Raleigh,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Wake County,Unknown,Unknown,High Suitability
1605,Charlotte,NC,High,High,Moderate,Growing,167.4,120.5,Moderate,Low,Low,Low,Low,Low,4,High,High,Mecklenburg County,Unknown,Unknown,High Suitability
1606,Fargo,ND,Low,Moderate,Low,Growing,197.7,99.1,Moderate,Low,Low,Low,Low,Moderate,1,High,High,Cass County,Unknown,Unknown,High Suitability
1607,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown,High Suitability
1608,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown,High Suitability
1609,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown,High Suitability
1610,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown,High Suitability
1611,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown,High Suitability
1612,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Moderate,Moderate,1,High,High,Douglas County,Unknown,Unknown,High Suitability
1613,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Moderate,Moderate,Moderate,1,High,High,Douglas County,Unknown,Unknown,High Suitability
1614,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown,High Suitability
1615,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown,High Suitability
1616,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown,High Suitability
1617,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown,High Suitability
1618,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Moderate,Moderate,Moderate,1,High,High,Douglas County,Unknown,Unknown,High Suitability
1619,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown,High Suitability
1620,Omaha,NE,Low,Moderate,Low,Shrinking,130.1,118.3,Low,Low,Low,Low,Low,Moderate,1,High,High,Douglas County,Unknown,Unknown,High Suitability
1621,Clifton,NJ,Moderate,Low,High,Shrinking,123.0,106.5,Low,Moderate,Low,High,Moderate,High,1,Unknown,Unknown,Unknown,Unknown,Unknown,High Suitability
1622,Clifton,NJ,Moderate,Low,High,Shrinking,123.0,106.5,Low,High,Moderate,High,Moderate,High,1,Unknown,Unknown,Unknown,Unknown,Unknown,High Suitability
1623,Clifton,NJ,Moderate,Low,High,Shrinking,123.0,106.5,Low,High,High,High,Moderate,High,1,Unknown,Unknown,Unknown,Unknown,Unknown,High Suitability
1624,Clifton,NJ,Moderate,Low,High,Shrinking,123.0,106.5,Low,Low,Low,Moderate,Moderate,High,1,Unknown,Unknown,Unknown,Unknown,Unknown,High Suitability
1625,Clifton,NJ,Moderate,Low,High,Shrinking,123.0,106.5,Low,Moderate,Moderate,High,Moderate,High,1,Unknown,Unknown,Unknown,Unknown,Unknown,High Suitability
1626,Albuquerque,NM,Low,Moderate,Moderate,Shrinking,136.0,132.7,Moderate,Low,Low,Low,Low,Low,1,High,High,Bernalillo County,Unknown,Unknown,High Suitability
1627,Albuquerque,NM,Low,Moderate,Moderate,Shrinking,136.0,132.7,Moderate,Low,Low,Moderate,Moderate,Low,1,High,High,Bernalillo County,Unknown,Unknown,High Suitability
1628,Albuquerque,NM,Low,Moderate,Moderate,Shrinking,136.0,132.7,Moderate,Moderate,Moderate,High,Low,Low,1,High,High,Bernalillo County,Unknown,Unknown,High Suitability
1629,Albuquerque,NM,Low,Moderate,Moderate,Shrinking,136.0,132.7,Moderate,Moderate,Moderate,Moderate,Moderate,Low,1,High,High,Bernalillo County,Unknown,Unknown,High Suitability
1630,Las Vegas,NV,Moderate,Moderate,Moderate,Growing,147.2,108.9,Low,High,High,High,Low,Low,4,High,High,Clark County,Unknown,Unknown,High Suitability
1631,Las Vegas,NV,Moderate,Moderate,Moderate,Growing,147.2,108.9,Low,High,High,High,Low,Low,4,High,High,Clark County,Unknown,Unknown,High Suitability
1632,Las Vegas,NV,Moderate,Moderate,Moderate,Growing,147.2,108.9,Low,High,High,High,Low,Low,4,High,High,Clark County,Unknown,Unknown,High Suitability
1633,Reno,NV,Moderate,Moderate,Moderate,Growing,147.2,108.9,Low,High,High,High,Low,Low,4,High,High,Unknown,Unknown,Unknown,High Suitability
1634,Las Vegas,NV,Moderate,Moderate,Moderate,Growing,147.2,108.9,Low,Moderate,Low,Moderate,Moderate,Low,4,High,High,Clark County,Unknown,Unknown,High Suitability
1635,Las Vegas,NV,Moderate,Moderate,Moderate,Growing,147.2,108.9,Low,Moderate,Low,Moderate,Moderate,Low,4,High,High,Clark County,Unknown,Unknown,High Suitability
1636,Las Vegas,NV,Moderate,Moderate,Moderate,Growing,147.2,108.9,Low,Moderate,Low,Moderate,Moderate,Low,4,High,High,Clark County,Unknown,Unknown,High Suitability
1637,Reno,NV,Moderate,Moderate,Moderate,Growing,147.2,108.9,Low,Moderate,Low,Moderate,Moderate,Low,4,High,High,Unknown,Unknown,Unknown,High Suitability
1638,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High,High Suitability
1639,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High,High Suitability
1640,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown,High Suitability
1641,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High,High Suitability
1642,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High,High Suitability
1643,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High,High Suitability
1644,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High,High Suitability
1645,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High,High Suitability
1646,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High,High Suitability
1647,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High,High Suitability
1648,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High,High Suitability
1649,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,Unknown,Unknown,Albany County,Limited,High,High Suitability
1650,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High,High Suitability
1651,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High,High Suitability
1652,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High,High Suitability
1653,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High,High Suitability
1654,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High,High Suitability
1655,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High,High Suitability
1656,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,New York County,Excellent,High,High Suitability
1657,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,High,High,Low,Low,11,High,High,Kings County,Excellent,High,High Suitability
1658,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1659,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1660,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown,High Suitability
1661,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1662,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1663,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1664,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1665,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1666,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1667,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1668,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1669,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,Unknown,Unknown,Albany County,Limited,High,High Suitability
1670,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1671,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1672,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1673,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1674,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1675,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1676,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1677,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Moderate,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1678,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1679,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1680,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown,High Suitability
1681,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1682,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1683,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1684,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1685,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1686,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1687,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1688,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1689,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,Unknown,Unknown,Albany County,Limited,High,High Suitability
1690,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1691,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1692,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1693,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1694,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1695,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1696,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1697,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1698,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1699,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1700,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown,High Suitability
1701,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1702,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1703,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1704,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1705,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1706,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1707,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1708,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1709,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,Unknown,Unknown,Albany County,Limited,High,High Suitability
1710,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1711,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1712,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1713,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1714,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1715,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1716,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1717,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,Low,Low,Low,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1718,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1719,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1720,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown,High Suitability
1721,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1722,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1723,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1724,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1725,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1726,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1727,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1728,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1729,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,Unknown,Unknown,Albany County,Limited,High,High Suitability
1730,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1731,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1732,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1733,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1734,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1735,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1736,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1737,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1738,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1739,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1740,Buffalo,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,Unknown,Unknown,Erie County,Unknown,Unknown,High Suitability
1741,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1742,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1743,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1744,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1745,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1746,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1747,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1748,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1749,Albany,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,Unknown,Unknown,Albany County,Limited,High,High Suitability
1750,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1751,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1752,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1753,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1754,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1755,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
1756,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,New York County,Excellent,High,High Suitability
1757,New York,NY,High,Moderate,High,Growing,165.6,119.4,Low,High,Moderate,High,Moderate,Low,11,High,High,Kings County,Excellent,High,High Suitability
