,State,County,IXP_Count,Regional Electricity Demand,Utility Annual Energy Savings (MWh),SAIFI Major Events,CAIDI w/o Major Events,CAIDI w/ Major Events,Commercial Generation Rank,Total Generation Rank
373,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
374,CA,Unknown,27,Low,High,Moderate,140.0,248.1,High,High
375,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
376,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
377,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
378,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
379,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
380,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
381,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
382,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
383,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
384,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
385,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
386,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
387,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
388,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
389,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
390,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
391,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
392,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
393,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
394,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
395,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
396,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
397,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
398,CA,Sacramento County,27,Low,Low,Moderate,140.0,248.1,High,High
399,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
400,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
401,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
402,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
403,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
404,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
405,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
406,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
407,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
408,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
409,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
410,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
411,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
412,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
413,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
414,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
415,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
416,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
417,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
418,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
419,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
420,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
421,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
422,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
423,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
424,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
425,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
426,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
427,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
428,CA,Sacramento County,27,Low,Low,Moderate,140.0,248.1,High,High
429,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
430,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
431,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
432,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
433,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
434,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
435,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
436,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
437,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
438,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
439,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
440,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
441,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
442,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
443,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
444,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
445,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
446,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
447,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
448,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
449,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
450,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
451,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
452,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
453,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
454,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
455,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
456,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
457,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
458,CA,Sacramento County,27,Low,Low,Moderate,140.0,248.1,High,High
459,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
460,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
461,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
462,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
463,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
464,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
465,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
466,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
467,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
468,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
469,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
470,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
471,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
472,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
473,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
474,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
475,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
476,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
477,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
478,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
479,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
480,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
481,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
482,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
483,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
484,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
485,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
486,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
487,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
488,CA,Sacramento County,27,Low,Low,Moderate,140.0,248.1,High,High
489,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
490,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
491,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
492,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
493,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
494,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
495,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
496,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
497,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
498,CA,San Francisco County,27,Low,Moderate,Moderate,140.0,248.1,High,High
499,CA,Santa Clara County,27,Low,Moderate,Moderate,140.0,248.1,High,High
500,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
501,CA,Los Angeles County,27,Low,Moderate,Moderate,140.0,248.1,High,High
502,CA,Los Angeles County,27,Low,Moderate,Moderate,140.0,248.1,High,High
503,CA,Unknown,27,Low,Moderate,Moderate,140.0,248.1,High,High
504,CA,Unknown,27,Low,Moderate,Moderate,140.0,248.1,High,High
505,CA,Los Angeles County,27,Low,Moderate,Moderate,140.0,248.1,High,High
506,CA,Santa Clara County,27,Low,Moderate,Moderate,140.0,248.1,High,High
507,CA,Santa Clara County,27,Low,Moderate,Moderate,140.0,248.1,High,High
508,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
509,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
510,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
511,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
512,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
513,CA,San Francisco County,27,Low,Moderate,Moderate,140.0,248.1,High,High
514,CA,Los Angeles County,27,Low,Moderate,Moderate,140.0,248.1,High,High
515,CA,Los Angeles County,27,Low,Moderate,Moderate,140.0,248.1,High,High
516,CA,Unknown,27,Low,Moderate,Moderate,140.0,248.1,High,High
517,CA,Los Angeles County,27,Low,Moderate,Moderate,140.0,248.1,High,High
518,CA,Sacramento County,27,Low,Moderate,Moderate,140.0,248.1,High,High
519,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
520,CA,Santa Clara County,27,Low,Moderate,Moderate,140.0,248.1,High,High
521,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
522,CA,San Francisco County,27,Low,Moderate,Moderate,140.0,248.1,High,High
523,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
524,CA,Unknown,27,Low,Moderate,Moderate,140.0,248.1,High,High
525,CA,Alameda County,27,Low,Moderate,Moderate,140.0,248.1,High,High
526,CA,Santa Clara County,27,Low,Moderate,Moderate,140.0,248.1,High,High
527,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
528,CA,San Francisco County,27,Low,High,Moderate,140.0,248.1,High,High
529,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
530,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
531,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
532,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
533,CA,Unknown,27,Low,High,Moderate,140.0,248.1,High,High
534,CA,Unknown,27,Low,High,Moderate,140.0,248.1,High,High
535,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
536,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
537,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
538,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
539,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
540,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
541,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
542,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
543,CA,San Francisco County,27,Low,High,Moderate,140.0,248.1,High,High
544,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
545,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
546,CA,Unknown,27,Low,High,Moderate,140.0,248.1,High,High
547,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
548,CA,Sacramento County,27,Low,High,Moderate,140.0,248.1,High,High
549,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
550,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
551,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
552,CA,San Francisco County,27,Low,High,Moderate,140.0,248.1,High,High
553,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
554,CA,Unknown,27,Low,High,Moderate,140.0,248.1,High,High
555,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
556,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
557,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
558,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
559,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
560,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
561,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
562,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
563,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
564,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
565,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
566,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
567,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
568,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
569,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
570,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
571,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
572,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
573,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
574,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
575,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
576,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
577,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
578,CA,Sacramento County,27,Low,Low,Moderate,140.0,248.1,High,High
579,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
580,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
581,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
582,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
583,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
584,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
585,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
586,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
587,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
588,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
589,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
590,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
591,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
592,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
593,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
594,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
595,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
596,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
597,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
598,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
599,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
600,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
601,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
602,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
603,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
604,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
605,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
606,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
607,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
608,CA,Sacramento County,27,Low,Low,Moderate,140.0,248.1,High,High
609,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
610,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
611,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
612,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
613,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
614,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
615,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
616,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
617,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
618,CA,San Francisco County,27,Low,High,Moderate,140.0,248.1,High,High
619,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
620,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
621,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
622,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
623,CA,Unknown,27,Low,High,Moderate,140.0,248.1,High,High
624,CA,Unknown,27,Low,High,Moderate,140.0,248.1,High,High
625,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
626,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
627,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
628,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
629,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
630,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
631,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
632,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
633,CA,San Francisco County,27,Low,High,Moderate,140.0,248.1,High,High
634,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
635,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
636,CA,Unknown,27,Low,High,Moderate,140.0,248.1,High,High
637,CA,Los Angeles County,27,Low,High,Moderate,140.0,248.1,High,High
638,CA,Sacramento County,27,Low,High,Moderate,140.0,248.1,High,High
639,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
640,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
641,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
642,CA,San Francisco County,27,Low,High,Moderate,140.0,248.1,High,High
643,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
644,CA,Unknown,27,Low,High,Moderate,140.0,248.1,High,High
645,CA,Alameda County,27,Low,High,Moderate,140.0,248.1,High,High
646,CA,Santa Clara County,27,Low,High,Moderate,140.0,248.1,High,High
647,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
648,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
649,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
650,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
651,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
652,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
653,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
654,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
655,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
656,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
657,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
658,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
659,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
660,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
661,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
662,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
663,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
664,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
665,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
666,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
667,CA,Los Angeles County,27,Low,Low,Moderate,140.0,248.1,High,High
668,CA,Sacramento County,27,Low,Low,Moderate,140.0,248.1,High,High
669,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
670,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
671,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
672,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
673,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
674,CA,Unknown,27,Low,Low,Moderate,140.0,248.1,High,High
675,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
676,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
677,CA,Alameda County,27,Low,Low,Moderate,140.0,248.1,High,High
678,CA,San Francisco County,27,Low,Low,Moderate,140.0,248.1,High,High
679,CA,Santa Clara County,27,Low,Low,Moderate,140.0,248.1,High,High
